"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|SI","01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST)","7","n/e","36","n/e","44","n/e","0","n/e","n/e","n/e","0","","159","n/e","n/e","699","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST)","7","n/e","36","n/e","45","n/e","0","n/e","n/e","n/e","0","","158","n/e","n/e","699","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST)","7","n/e","40","n/e","47","n/e","0","n/e","n/e","n/e","0","","157","n/e","n/e","699","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST)","7","n/e","37","n/e","52","n/e","0","n/e","n/e","n/e","0","","157","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST)","7","n/e","35","n/e","48","n/e","0","n/e","n/e","n/e","0","","158","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST)","7","n/e","35","n/e","48","n/e","0","n/e","n/e","n/e","0","","158","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST)","7","n/e","36","n/e","49","n/e","0","n/e","n/e","n/e","0","","214","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST)","7","n/e","36","n/e","50","n/e","0","n/e","n/e","n/e","0","","235","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST)","7","n/e","36","n/e","52","n/e","0","n/e","n/e","n/e","0","","231","n/e","n/e","698","n/e","n/e","10","10","n/e","0"
"BZN|SI","01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST)","7","n/e","36","n/e","58","n/e","0","n/e","n/e","n/e","0","","282","n/e","n/e","698","n/e","n/e","28","10","n/e","0"
"BZN|SI","01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST)","7","n/e","36","n/e","51","n/e","0","n/e","n/e","n/e","0","","277","n/e","n/e","698","n/e","n/e","50","10","n/e","0"
"BZN|SI","01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST)","6","n/e","36","n/e","49","n/e","0","n/e","n/e","n/e","0","","241","n/e","n/e","698","n/e","n/e","64","10","n/e","0"
"BZN|SI","01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST)","7","n/e","36","n/e","48","n/e","0","n/e","n/e","n/e","0","","227","n/e","n/e","699","n/e","n/e","66","10","n/e","0"
"BZN|SI","01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST)","6","n/e","36","n/e","47","n/e","0","n/e","n/e","n/e","0","","340","n/e","n/e","699","n/e","n/e","50","10","n/e","0"
"BZN|SI","01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST)","6","n/e","36","n/e","52","n/e","0","n/e","n/e","n/e","0","","351","n/e","n/e","699","n/e","n/e","27","10","n/e","0"
"BZN|SI","01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST)","6","n/e","36","n/e","57","n/e","0","n/e","n/e","n/e","0","","450","n/e","n/e","699","n/e","n/e","9","10","n/e","0"
"BZN|SI","01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST)","7","n/e","36","n/e","52","n/e","0","n/e","n/e","n/e","25","","554","n/e","n/e","699","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST)","7","n/e","36","n/e","50","n/e","0","n/e","n/e","n/e","119","","615","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST)","7","n/e","36","n/e","49","n/e","0","n/e","n/e","n/e","119","","584","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST)","7","n/e","36","n/e","47","n/e","0","n/e","n/e","n/e","147","","689","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST)","7","n/e","36","n/e","50","n/e","0","n/e","n/e","n/e","1","","640","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST)","7","n/e","36","n/e","53","n/e","0","n/e","n/e","n/e","0","","443","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST)","7","n/e","36","n/e","46","n/e","0","n/e","n/e","n/e","0","","346","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST)","7","n/e","36","n/e","42","n/e","0","n/e","n/e","n/e","0","","199","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST)","6","n/e","35","n/e","41","n/e","0","n/e","n/e","n/e","0","","141","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST)","6","n/e","35","n/e","42","n/e","0","n/e","n/e","n/e","0","","140","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST)","6","n/e","35","n/e","45","n/e","0","n/e","n/e","n/e","0","","136","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST)","6","n/e","35","n/e","49","n/e","0","n/e","n/e","n/e","0","","134","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST)","6","n/e","35","n/e","44","n/e","0","n/e","n/e","n/e","0","","136","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST)","6","n/e","35","n/e","46","n/e","0","n/e","n/e","n/e","0","","140","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST)","6","n/e","35","n/e","46","n/e","0","n/e","n/e","n/e","0","","244","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST)","6","n/e","35","n/e","48","n/e","0","n/e","n/e","n/e","0","","417","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST)","6","n/e","35","n/e","52","n/e","0","n/e","n/e","n/e","0","","467","n/e","n/e","698","n/e","n/e","11","11","n/e","0"
"BZN|SI","02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST)","6","n/e","35","n/e","56","n/e","0","n/e","n/e","n/e","0","","433","n/e","n/e","698","n/e","n/e","31","10","n/e","0"
"BZN|SI","02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST)","6","n/e","35","n/e","48","n/e","0","n/e","n/e","n/e","0","","380","n/e","n/e","698","n/e","n/e","49","10","n/e","0"
"BZN|SI","02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST)","6","n/e","35","n/e","47","n/e","0","n/e","n/e","n/e","0","","339","n/e","n/e","698","n/e","n/e","60","11","n/e","0"
"BZN|SI","02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST)","6","n/e","35","n/e","47","n/e","0","n/e","n/e","n/e","0","","394","n/e","n/e","698","n/e","n/e","65","10","n/e","0"
"BZN|SI","02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST)","6","n/e","35","n/e","45","n/e","0","n/e","n/e","n/e","0","","347","n/e","n/e","698","n/e","n/e","54","10","n/e","0"
"BZN|SI","02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST)","6","n/e","35","n/e","50","n/e","0","n/e","n/e","n/e","0","","373","n/e","n/e","698","n/e","n/e","30","10","n/e","0"
"BZN|SI","02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST)","6","n/e","35","n/e","55","n/e","0","n/e","n/e","n/e","0","","467","n/e","n/e","698","n/e","n/e","9","10","n/e","0"
"BZN|SI","02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST)","6","n/e","35","n/e","48","n/e","0","n/e","n/e","n/e","0","","683","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST)","6","n/e","35","n/e","47","n/e","0","n/e","n/e","n/e","0","","771","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 18:00 - 02.01.2023 19:00 (CET/CEST)","6","n/e","35","n/e","47","n/e","0","n/e","n/e","n/e","167","","780","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 19:00 - 02.01.2023 20:00 (CET/CEST)","6","n/e","35","n/e","44","n/e","0","n/e","n/e","n/e","111","","762","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2023 20:00 - 02.01.2023 21:00 (CET/CEST)","6","n/e","35","n/e","47","n/e","0","n/e","n/e","n/e","0","","635","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","02.01.2023 21:00 - 02.01.2023 22:00 (CET/CEST)","6","n/e","35","n/e","52","n/e","0","n/e","n/e","n/e","0","","509","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2023 22:00 - 02.01.2023 23:00 (CET/CEST)","6","n/e","35","n/e","43","n/e","0","n/e","n/e","n/e","0","","347","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","02.01.2023 23:00 - 03.01.2023 00:00 (CET/CEST)","6","n/e","35","n/e","40","n/e","0","n/e","n/e","n/e","0","","230","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 00:00 - 03.01.2023 01:00 (CET/CEST)","6","n/e","36","n/e","39","n/e","0","n/e","n/e","n/e","0","","138","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","03.01.2023 01:00 - 03.01.2023 02:00 (CET/CEST)","6","n/e","36","n/e","41","n/e","0","n/e","n/e","n/e","0","","137","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 02:00 - 03.01.2023 03:00 (CET/CEST)","6","n/e","36","n/e","43","n/e","0","n/e","n/e","n/e","0","","136","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 03:00 - 03.01.2023 04:00 (CET/CEST)","6","n/e","35","n/e","49","n/e","0","n/e","n/e","n/e","0","","136","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 04:00 - 03.01.2023 05:00 (CET/CEST)","6","n/e","35","n/e","42","n/e","0","n/e","n/e","n/e","0","","136","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 05:00 - 03.01.2023 06:00 (CET/CEST)","5","n/e","36","n/e","43","n/e","0","n/e","n/e","n/e","0","","137","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 06:00 - 03.01.2023 07:00 (CET/CEST)","5","n/e","35","n/e","45","n/e","0","n/e","n/e","n/e","0","","163","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 07:00 - 03.01.2023 08:00 (CET/CEST)","5","n/e","35","n/e","45","n/e","0","n/e","n/e","n/e","1","","404","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 08:00 - 03.01.2023 09:00 (CET/CEST)","5","n/e","35","n/e","50","n/e","0","n/e","n/e","n/e","119","","652","n/e","n/e","697","n/e","n/e","7","10","n/e","0"
"BZN|SI","03.01.2023 09:00 - 03.01.2023 10:00 (CET/CEST)","5","n/e","35","n/e","54","n/e","0","n/e","n/e","n/e","92","","673","n/e","n/e","698","n/e","n/e","18","10","n/e","0"
"BZN|SI","03.01.2023 10:00 - 03.01.2023 11:00 (CET/CEST)","5","n/e","36","n/e","46","n/e","0","n/e","n/e","n/e","0","","659","n/e","n/e","698","n/e","n/e","27","10","n/e","0"
"BZN|SI","03.01.2023 11:00 - 03.01.2023 12:00 (CET/CEST)","5","n/e","36","n/e","43","n/e","0","n/e","n/e","n/e","0","","496","n/e","n/e","698","n/e","n/e","33","10","n/e","0"
"BZN|SI","03.01.2023 12:00 - 03.01.2023 13:00 (CET/CEST)","5","n/e","36","n/e","42","n/e","0","n/e","n/e","n/e","0","","457","n/e","n/e","698","n/e","n/e","33","10","n/e","0"
"BZN|SI","03.01.2023 13:00 - 03.01.2023 14:00 (CET/CEST)","5","n/e","36","n/e","44","n/e","0","n/e","n/e","n/e","0","","386","n/e","n/e","698","n/e","n/e","24","9","n/e","0"
"BZN|SI","03.01.2023 14:00 - 03.01.2023 15:00 (CET/CEST)","5","n/e","36","n/e","49","n/e","0","n/e","n/e","n/e","1","","363","n/e","n/e","698","n/e","n/e","13","10","n/e","0"
"BZN|SI","03.01.2023 15:00 - 03.01.2023 16:00 (CET/CEST)","5","n/e","36","n/e","54","n/e","0","n/e","n/e","n/e","104","","588","n/e","n/e","698","n/e","n/e","4","10","n/e","0"
"BZN|SI","03.01.2023 16:00 - 03.01.2023 17:00 (CET/CEST)","5","n/e","36","n/e","47","n/e","0","n/e","n/e","n/e","105","","714","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 17:00 - 03.01.2023 18:00 (CET/CEST)","6","n/e","36","n/e","44","n/e","0","n/e","n/e","n/e","164","","728","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 18:00 - 03.01.2023 19:00 (CET/CEST)","6","n/e","36","n/e","44","n/e","0","n/e","n/e","n/e","91","","726","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 19:00 - 03.01.2023 20:00 (CET/CEST)","6","n/e","36","n/e","42","n/e","0","n/e","n/e","n/e","0","","579","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 20:00 - 03.01.2023 21:00 (CET/CEST)","6","n/e","36","n/e","45","n/e","0","n/e","n/e","n/e","0","","393","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 21:00 - 03.01.2023 22:00 (CET/CEST)","6","n/e","36","n/e","49","n/e","0","n/e","n/e","n/e","0","","244","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 22:00 - 03.01.2023 23:00 (CET/CEST)","6","n/e","36","n/e","41","n/e","0","n/e","n/e","n/e","0","","203","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","03.01.2023 23:00 - 04.01.2023 00:00 (CET/CEST)","6","n/e","36","n/e","39","n/e","0","n/e","n/e","n/e","0","","189","n/e","n/e","698","n/e","n/e","0","11","n/e","0"
"BZN|SI","04.01.2023 00:00 - 04.01.2023 01:00 (CET/CEST)","5","n/e","30","n/e","38","n/e","0","n/e","n/e","n/e","0","","126","n/e","n/e","698","n/e","n/e","0","10","n/e","1"
"BZN|SI","04.01.2023 01:00 - 04.01.2023 02:00 (CET/CEST)","5","n/e","30","n/e","40","n/e","0","n/e","n/e","n/e","0","","126","n/e","n/e","698","n/e","n/e","0","10","n/e","1"
"BZN|SI","04.01.2023 02:00 - 04.01.2023 03:00 (CET/CEST)","5","n/e","30","n/e","42","n/e","0","n/e","n/e","n/e","0","","125","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 03:00 - 04.01.2023 04:00 (CET/CEST)","5","n/e","30","n/e","48","n/e","0","n/e","n/e","n/e","0","","129","n/e","n/e","698","n/e","n/e","0","10","n/e","1"
"BZN|SI","04.01.2023 04:00 - 04.01.2023 05:00 (CET/CEST)","5","n/e","30","n/e","41","n/e","0","n/e","n/e","n/e","0","","130","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","04.01.2023 05:00 - 04.01.2023 06:00 (CET/CEST)","5","n/e","30","n/e","42","n/e","0","n/e","n/e","n/e","0","","181","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 06:00 - 04.01.2023 07:00 (CET/CEST)","6","n/e","30","n/e","45","n/e","0","n/e","n/e","n/e","0","","309","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 07:00 - 04.01.2023 08:00 (CET/CEST)","5","n/e","30","n/e","45","n/e","0","n/e","n/e","n/e","168","","559","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 08:00 - 04.01.2023 09:00 (CET/CEST)","5","n/e","29","n/e","51","n/e","0","n/e","n/e","n/e","5","","704","n/e","n/e","698","n/e","n/e","8","10","n/e","0"
"BZN|SI","04.01.2023 09:00 - 04.01.2023 10:00 (CET/CEST)","5","n/e","29","n/e","54","n/e","0","n/e","n/e","n/e","0","","682","n/e","n/e","698","n/e","n/e","23","11","n/e","0"
"BZN|SI","04.01.2023 10:00 - 04.01.2023 11:00 (CET/CEST)","5","n/e","29","n/e","47","n/e","0","n/e","n/e","n/e","0","","565","n/e","n/e","698","n/e","n/e","42","11","n/e","0"
"BZN|SI","04.01.2023 11:00 - 04.01.2023 12:00 (CET/CEST)","5","n/e","29","n/e","46","n/e","0","n/e","n/e","n/e","0","","391","n/e","n/e","698","n/e","n/e","62","10","n/e","1"
"BZN|SI","04.01.2023 12:00 - 04.01.2023 13:00 (CET/CEST)","5","n/e","30","n/e","44","n/e","0","n/e","n/e","n/e","0","","260","n/e","n/e","698","n/e","n/e","68","10","n/e","0"
"BZN|SI","04.01.2023 13:00 - 04.01.2023 14:00 (CET/CEST)","5","n/e","30","n/e","44","n/e","0","n/e","n/e","n/e","0","","257","n/e","n/e","698","n/e","n/e","59","10","n/e","1"
"BZN|SI","04.01.2023 14:00 - 04.01.2023 15:00 (CET/CEST)","5","n/e","30","n/e","48","n/e","0","n/e","n/e","n/e","1","","456","n/e","n/e","698","n/e","n/e","39","9","n/e","1"
"BZN|SI","04.01.2023 15:00 - 04.01.2023 16:00 (CET/CEST)","5","n/e","30","n/e","52","n/e","0","n/e","n/e","n/e","168","","642","n/e","n/e","698","n/e","n/e","12","10","n/e","1"
"BZN|SI","04.01.2023 16:00 - 04.01.2023 17:00 (CET/CEST)","5","n/e","30","n/e","47","n/e","0","n/e","n/e","n/e","169","","716","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 17:00 - 04.01.2023 18:00 (CET/CEST)","5","n/e","30","n/e","46","n/e","0","n/e","n/e","n/e","169","","728","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 18:00 - 04.01.2023 19:00 (CET/CEST)","6","n/e","30","n/e","46","n/e","0","n/e","n/e","n/e","169","","722","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 19:00 - 04.01.2023 20:00 (CET/CEST)","5","n/e","30","n/e","44","n/e","0","n/e","n/e","n/e","169","","703","n/e","n/e","698","n/e","n/e","0","10","n/e","1"
"BZN|SI","04.01.2023 20:00 - 04.01.2023 21:00 (CET/CEST)","5","n/e","29","n/e","47","n/e","0","n/e","n/e","n/e","169","","653","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 21:00 - 04.01.2023 22:00 (CET/CEST)","5","n/e","29","n/e","51","n/e","0","n/e","n/e","n/e","143","","467","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 22:00 - 04.01.2023 23:00 (CET/CEST)","5","n/e","29","n/e","43","n/e","0","n/e","n/e","n/e","113","","314","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","04.01.2023 23:00 - 05.01.2023 00:00 (CET/CEST)","5","n/e","30","n/e","40","n/e","0","n/e","n/e","n/e","0","","184","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2023 00:00 - 05.01.2023 01:00 (CET/CEST)","5","n/e","28","n/e","39","n/e","0","n/e","n/e","n/e","0","","114","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 01:00 - 05.01.2023 02:00 (CET/CEST)","5","n/e","28","n/e","40","n/e","0","n/e","n/e","n/e","0","","106","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 02:00 - 05.01.2023 03:00 (CET/CEST)","6","n/e","28","n/e","42","n/e","0","n/e","n/e","n/e","0","","106","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 03:00 - 05.01.2023 04:00 (CET/CEST)","6","n/e","28","n/e","47","n/e","0","n/e","n/e","n/e","0","","106","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 04:00 - 05.01.2023 05:00 (CET/CEST)","5","n/e","28","n/e","41","n/e","0","n/e","n/e","n/e","0","","106","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 05:00 - 05.01.2023 06:00 (CET/CEST)","5","n/e","28","n/e","43","n/e","0","n/e","n/e","n/e","0","","108","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 06:00 - 05.01.2023 07:00 (CET/CEST)","6","n/e","28","n/e","45","n/e","0","n/e","n/e","n/e","0","","268","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 07:00 - 05.01.2023 08:00 (CET/CEST)","6","n/e","28","n/e","45","n/e","0","n/e","n/e","n/e","0","","407","n/e","n/e","697","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2023 08:00 - 05.01.2023 09:00 (CET/CEST)","5","n/e","28","n/e","53","n/e","0","n/e","n/e","n/e","0","","539","n/e","n/e","699","n/e","n/e","8","10","n/e","0"
"BZN|SI","05.01.2023 09:00 - 05.01.2023 10:00 (CET/CEST)","6","n/e","28","n/e","56","n/e","0","n/e","n/e","n/e","0","","397","n/e","n/e","700","n/e","n/e","28","10","n/e","0"
"BZN|SI","05.01.2023 10:00 - 05.01.2023 11:00 (CET/CEST)","6","n/e","28","n/e","49","n/e","0","n/e","n/e","n/e","0","","251","n/e","n/e","698","n/e","n/e","45","10","n/e","0"
"BZN|SI","05.01.2023 11:00 - 05.01.2023 12:00 (CET/CEST)","6","n/e","28","n/e","46","n/e","0","n/e","n/e","n/e","0","","198","n/e","n/e","698","n/e","n/e","52","9","n/e","0"
"BZN|SI","05.01.2023 12:00 - 05.01.2023 13:00 (CET/CEST)","6","n/e","28","n/e","45","n/e","0","n/e","n/e","n/e","1","","191","n/e","n/e","698","n/e","n/e","50","9","n/e","0"
"BZN|SI","05.01.2023 13:00 - 05.01.2023 14:00 (CET/CEST)","6","n/e","28","n/e","47","n/e","0","n/e","n/e","n/e","92","","221","n/e","n/e","698","n/e","n/e","40","9","n/e","0"
"BZN|SI","05.01.2023 14:00 - 05.01.2023 15:00 (CET/CEST)","6","n/e","28","n/e","50","n/e","0","n/e","n/e","n/e","169","","461","n/e","n/e","698","n/e","n/e","25","9","n/e","0"
"BZN|SI","05.01.2023 15:00 - 05.01.2023 16:00 (CET/CEST)","6","n/e","29","n/e","55","n/e","0","n/e","n/e","n/e","169","","597","n/e","n/e","698","n/e","n/e","8","10","n/e","0"
"BZN|SI","05.01.2023 16:00 - 05.01.2023 17:00 (CET/CEST)","6","n/e","31","n/e","49","n/e","0","n/e","n/e","n/e","169","","632","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2023 17:00 - 05.01.2023 18:00 (CET/CEST)","7","n/e","29","n/e","47","n/e","0","n/e","n/e","n/e","169","","650","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2023 18:00 - 05.01.2023 19:00 (CET/CEST)","7","n/e","28","n/e","48","n/e","0","n/e","n/e","n/e","169","","626","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 19:00 - 05.01.2023 20:00 (CET/CEST)","7","n/e","28","n/e","46","n/e","0","n/e","n/e","n/e","167","","608","n/e","n/e","697","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 20:00 - 05.01.2023 21:00 (CET/CEST)","7","n/e","28","n/e","49","n/e","0","n/e","n/e","n/e","167","","600","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2023 21:00 - 05.01.2023 22:00 (CET/CEST)","6","n/e","28","n/e","52","n/e","0","n/e","n/e","n/e","130","","384","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","05.01.2023 22:00 - 05.01.2023 23:00 (CET/CEST)","6","n/e","28","n/e","43","n/e","0","n/e","n/e","n/e","1","","209","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","05.01.2023 23:00 - 06.01.2023 00:00 (CET/CEST)","6","n/e","28","n/e","41","n/e","0","n/e","n/e","n/e","0","","186","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","06.01.2023 00:00 - 06.01.2023 01:00 (CET/CEST)","7","n/e","28","n/e","40","n/e","0","n/e","n/e","n/e","0","","105","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","06.01.2023 01:00 - 06.01.2023 02:00 (CET/CEST)","7","n/e","28","n/e","41","n/e","0","n/e","n/e","n/e","0","","102","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","06.01.2023 02:00 - 06.01.2023 03:00 (CET/CEST)","7","n/e","27","n/e","43","n/e","0","n/e","n/e","n/e","0","","103","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","06.01.2023 03:00 - 06.01.2023 04:00 (CET/CEST)","7","n/e","27","n/e","49","n/e","0","n/e","n/e","n/e","0","","103","n/e","n/e","698","n/e","n/e","0","10","n/e","0"
"BZN|SI","06.01.2023 04:00 - 06.01.2023 05:00 (CET/CEST)","7","n/e","27","n/e","44","n/e","0","n/e","n/e","n/e","0","","102","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
"BZN|SI","06.01.2023 05:00 - 06.01.2023 06:00 (CET/CEST)","7","n/e","28","n/e","47","n/e","0","n/e","n/e","n/e","0","","101","n/e","n/e","698","n/e","n/e","0","9","n/e","0"
